2023-06-11 15:48:51 | INFO | fairseq.trainer | begin training epoch 1
2023-06-11 15:48:51 | INFO | fairseq_cli.train | Start iterating over samples
2023-06-11 15:48:55 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 64.0
2023-06-11 15:48:57 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 32.0
2023-06-11 15:48:58 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 16.0
2023-06-11 15:49:00 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 8.0
2023-06-11 15:51:45 | INFO | train_inner | epoch 001:    104 / 11284 loss=13.454, nll_loss=13.162, ppl=9168.68, wps=36145.7, ups=0.61, wpb=59279.4, bsz=2228.4, num_updates=100, lr=1.0099e-05, gnorm=3.504, loss_scale=8, train_wall=162, gb_free=34, wall=192
2023-06-11 15:54:26 | INFO | train_inner | epoch 001:    204 / 11284 loss=11.528, nll_loss=11.001, ppl=2049.05, wps=36785.4, ups=0.62, wpb=59491.5, bsz=2272.7, num_updates=200, lr=2.0098e-05, gnorm=1.398, loss_scale=8, train_wall=155, gb_free=34, wall=354
2023-06-11 15:57:06 | INFO | train_inner | epoch 001:    304 / 11284 loss=10.506, nll_loss=9.796, ppl=889.18, wps=37291.2, ups=0.62, wpb=59674.5, bsz=2198.2, num_updates=300, lr=3.0097e-05, gnorm=1.851, loss_scale=8, train_wall=154, gb_free=34.1, wall=514
2023-06-11 15:59:46 | INFO | train_inner | epoch 001:    404 / 11284 loss=9.931, nll_loss=9.109, ppl=552.02, wps=37355.5, ups=0.63, wpb=59677.2, bsz=2222.9, num_updates=400, lr=4.0096e-05, gnorm=1.875, loss_scale=8, train_wall=154, gb_free=34, wall=674
2023-06-11 16:02:25 | INFO | train_inner | epoch 001:    504 / 11284 loss=9.473, nll_loss=8.58, ppl=382.67, wps=37333.9, ups=0.63, wpb=59512.8, bsz=2200.9, num_updates=500, lr=5.0095e-05, gnorm=1.8, loss_scale=8, train_wall=154, gb_free=34.1, wall=833
2023-06-11 16:05:06 | INFO | train_inner | epoch 001:    604 / 11284 loss=9.089, nll_loss=8.136, ppl=281.29, wps=37074.4, ups=0.62, wpb=59520.7, bsz=2200.3, num_updates=600, lr=6.0094e-05, gnorm=1.862, loss_scale=8, train_wall=155, gb_free=34, wall=994
2023-06-11 16:07:46 | INFO | train_inner | epoch 001:    704 / 11284 loss=8.766, nll_loss=7.762, ppl=217, wps=37273.2, ups=0.63, wpb=59479, bsz=2232.7, num_updates=700, lr=7.0093e-05, gnorm=1.69, loss_scale=8, train_wall=155, gb_free=34, wall=1153
2023-06-11 16:10:25 | INFO | train_inner | epoch 001:    804 / 11284 loss=8.475, nll_loss=7.425, ppl=171.9, wps=37414.6, ups=0.63, wpb=59517.7, bsz=2304.1, num_updates=800, lr=8.0092e-05, gnorm=1.659, loss_scale=8, train_wall=154, gb_free=34, wall=1312
2023-06-11 16:13:04 | INFO | train_inner | epoch 001:    904 / 11284 loss=8.219, nll_loss=7.129, ppl=139.94, wps=37224.5, ups=0.63, wpb=59385.8, bsz=2210.6, num_updates=900, lr=9.0091e-05, gnorm=1.511, loss_scale=8, train_wall=155, gb_free=33.9, wall=1472
2023-06-11 16:15:43 | INFO | train_inner | epoch 001:   1004 / 11284 loss=7.991, nll_loss=6.865, ppl=116.55, wps=37443.9, ups=0.63, wpb=59339.6, bsz=2125.4, num_updates=1000, lr=0.00010009, gnorm=1.467, loss_scale=8, train_wall=154, gb_free=34, wall=1630
2023-06-11 16:18:22 | INFO | train_inner | epoch 001:   1104 / 11284 loss=7.81, nll_loss=6.655, ppl=100.74, wps=37174.2, ups=0.63, wpb=59355.5, bsz=2345.3, num_updates=1100, lr=0.000110089, gnorm=1.395, loss_scale=16, train_wall=155, gb_free=34.1, wall=1790
2023-06-11 16:20:05 | INFO | fairseq.trainer | NOTE: gradient overflow detected, ignoring gradient, setting loss scale to: 8.0
2023-06-11 16:21:03 | INFO | train_inner | epoch 001:   1205 / 11284 loss=7.611, nll_loss=6.423, ppl=85.81, wps=36974.7, ups=0.62, wpb=59257.8, bsz=2241.2, num_updates=1200, lr=0.000120088, gnorm=1.368, loss_scale=8, train_wall=156, gb_free=34.1, wall=1950
2023-06-11 16:23:41 | INFO | train_inner | epoch 001:   1305 / 11284 loss=7.407, nll_loss=6.188, ppl=72.91, wps=37594, ups=0.63, wpb=59465.1, bsz=2298.8, num_updates=1300, lr=0.000130087, gnorm=1.322, loss_scale=8, train_wall=154, gb_free=34.2, wall=2108
2023-06-11 16:26:19 | INFO | train_inner | epoch 001:   1405 / 11284 loss=7.19, nll_loss=5.937, ppl=61.26, wps=37634.5, ups=0.63, wpb=59667.6, bsz=2245.7, num_updates=1400, lr=0.000140086, gnorm=1.165, loss_scale=8, train_wall=154, gb_free=34, wall=2267
